customer_id,store_id,product_name,sales_date,sales_person_id,price,quantity,total_cost
3,122,nutrella,2023-06-27,5,40,10,400
20,121,maida,2023-03-11,2,20,4,80
10,121,clinic plus,2023-03-16,3,1.5,4,6.0
25,121,dantkanti,2023-03-10,3,100,2,200
4,123,maida,2023-05-14,9,20,6,120
11,122,besan,2023-05-17,5,52,8,416
30,122,sugar,2023-05-03,5,50,5,250
27,123,refined oil,2023-05-27,8,110,1,110
13,121,quaker oats,2023-08-04,3,212,7,1484
26,123,sugar,2023-04-05,8,50,1,50
25,121,sugar,2023-05-08,2,50,5,250
24,122,clinic plus,2023-05-29,6,1.5,2,3.0
2,123,quaker oats,2023-06-24,8,212,3,636
25,121,besan,2023-05-01,1,52,5,260
18,123,nutrella,2023-07-13,8,40,1,40
25,122,dantkanti,2023-07-10,6,100,2,200
6,122,besan,2023-04-06,4,52,3,156
27,122,besan,2023-07-23,6,52,10,520
7,121,sugar,2023-04-09,1,50,8,400
21,122,refined oil,2023-04-10,5,110,7,770
15,123,besan,2023-04-27,9,52,4,208
14,123,refined oil,2023-04-09,7,110,10,1100
20,122,besan,2023-06-28,6,52,7,364
14,122,besan,2023-04-15,5,52,10,520
30,122,besan,2023-06-11,4,52,6,312
9,123,refined oil,2023-03-12,8,110,8,880
24,122,nutrella,2023-03-09,6,40,1,40
21,123,clinic plus,2023-04-13,7,1.5,10,15.0
13,122,sugar,2023-03-17,4,50,1,50
28,121,quaker oats,2023-04-28,1,212,4,848
12,123,dantkanti,2023-04-09,9,100,5,500
4,122,dantkanti,2023-04-07,4,100,3,300
12,121,nutrella,2023-06-24,3,40,7,280
20,123,sugar,2023-05-26,9,50,4,200
4,123,besan,2023-05-14,7,52,5,260
15,122,maida,2023-04-30,4,20,10,200
2,122,refined oil,2023-08-09,4,110,5,550
29,123,maida,2023-06-16,9,20,5,100
9,122,clinic plus,2023-03-13,4,1.5,10,15.0
30,121,maida,2023-05-16,2,20,4,80
5,121,besan,2023-05-10,3,52,4,208
20,123,dantkanti,2023-05-15,7,100,1,100
16,122,besan,2023-07-11,6,52,2,104
2,121,quaker oats,2023-08-02,2,212,10,2120
18,122,besan,2023-06-14,5,52,4,208
22,121,refined oil,2023-03-08,2,110,10,1100
3,121,clinic plus,2023-03-30,1,1.5,5,7.5
25,123,sugar,2023-06-05,7,50,10,500
25,123,refined oil,2023-03-13,8,110,3,330
20,122,quaker oats,2023-04-15,4,212,4,848
14,123,quaker oats,2023-08-10,7,212,4,848
23,121,nutrella,2023-04-26,2,40,10,400
12,122,quaker oats,2023-03-08,5,212,4,848
30,122,nutrella,2023-05-18,5,40,4,160
22,121,sugar,2023-04-12,1,50,6,300
22,123,besan,2023-07-08,8,52,1,52
16,123,sugar,2023-03-07,9,50,2,100
3,123,nutrella,2023-05-16,7,40,9,360
2,122,dantkanti,2023-06-06,5,100,1,100
12,122,refined oil,2023-03-10,4,110,4,440
30,123,maida,2023-05-14,7,20,6,120
23,122,nutrella,2023-04-02,5,40,10,400
7,121,besan,2023-06-12,1,52,7,364
25,121,refined oil,2023-05-06,3,110,7,770
2,121,refined oil,2023-07-16,1,110,9,990
27,121,refined oil,2023-07-10,1,110,9,990
14,123,maida,2023-07-11,7,20,2,40
10,123,besan,2023-08-12,9,52,6,312
23,123,refined oil,2023-05-16,8,110,1,110
23,121,sugar,2023-08-20,1,50,4,200
19,121,clinic plus,2023-07-13,2,1.5,4,6.0
27,121,besan,2023-07-12,2,52,7,364
27,123,maida,2023-07-12,9,20,7,140
20,123,quaker oats,2023-04-19,8,212,4,848
11,121,besan,2023-06-06,3,52,7,364
18,122,quaker oats,2023-07-14,4,212,2,424
9,121,sugar,2023-05-08,3,50,5,250
20,122,refined oil,2023-04-30,6,110,5,550
27,123,besan,2023-07-26,8,52,5,260
12,123,nutrella,2023-04-18,8,40,1,40
11,122,nutrella,2023-08-07,5,40,2,80
3,121,refined oil,2023-04-01,2,110,7,770
17,121,dantkanti,2023-07-15,3,100,5,500
26,121,besan,2023-07-11,2,52,3,156
29,123,besan,2023-05-10,9,52,7,364
24,122,refined oil,2023-05-20,6,110,6,660
13,122,clinic plus,2023-04-13,4,1.5,6,9.0
29,121,besan,2023-08-20,1,52,10,520
5,123,besan,2023-06-28,8,52,2,104
8,123,dantkanti,2023-03-03,7,100,4,400
15,122,dantkanti,2023-04-20,6,100,8,800
6,121,besan,2023-04-13,1,52,6,312
23,122,besan,2023-06-18,5,52,2,104
12,122,clinic plus,2023-04-09,6,1.5,5,7.5
17,123,quaker oats,2023-04-17,8,212,8,1696
10,121,refined oil,2023-05-06,3,110,5,550
23,122,besan,2023-03-25,4,52,9,468
14,122,refined oil,2023-08-10,6,110,5,550
30,123,maida,2023-08-02,8,20,10,200
22,123,dantkanti,2023-04-28,7,100,6,600
8,121,besan,2023-05-17,3,52,8,416
3,122,dantkanti,2023-03-25,5,100,9,900
27,122,nutrella,2023-03-25,5,40,8,320
17,121,refined oil,2023-03-14,1,110,8,880
25,122,maida,2023-03-30,6,20,9,180
23,123,clinic plus,2023-05-20,8,1.5,5,7.5
5,121,besan,2023-04-13,2,52,2,104
19,121,maida,2023-06-02,3,20,10,200
22,123,refined oil,2023-06-10,8,110,7,770
10,121,sugar,2023-08-13,2,50,2,100
18,121,dantkanti,2023-07-27,3,100,2,200
30,122,sugar,2023-08-03,4,50,10,500
21,123,dantkanti,2023-07-21,8,100,9,900
4,123,quaker oats,2023-05-24,9,212,8,1696
24,123,besan,2023-07-16,9,52,5,260
30,122,refined oil,2023-06-07,6,110,8,880
21,122,quaker oats,2023-04-30,5,212,7,1484
2,123,dantkanti,2023-06-04,8,100,9,900
6,122,quaker oats,2023-08-14,4,212,5,1060
5,123,sugar,2023-07-13,7,50,5,250
20,123,clinic plus,2023-04-26,9,1.5,7,10.5
14,121,dantkanti,2023-07-15,2,100,8,800
13,123,besan,2023-06-01,8,52,5,260
27,123,clinic plus,2023-05-22,7,1.5,6,9.0
10,121,quaker oats,2023-08-01,2,212,10,2120
3,123,dantkanti,2023-07-19,9,100,5,500
12,123,quaker oats,2023-03-26,8,212,1,212
26,121,sugar,2023-04-23,3,50,3,150
11,123,quaker oats,2023-03-27,9,212,3,636
7,121,nutrella,2023-06-19,3,40,6,240
30,121,nutrella,2023-06-16,3,40,7,280
24,122,refined oil,2023-05-16,5,110,10,1100
17,122,maida,2023-08-09,5,20,5,100
20,123,dantkanti,2023-05-25,9,100,2,200
30,121,refined oil,2023-07-19,2,110,7,770
1,122,quaker oats,2023-03-13,5,212,8,1696
17,121,maida,2023-04-13,1,20,1,20
29,123,sugar,2023-08-17,8,50,3,150
20,122,nutrella,2023-03-25,6,40,5,200
2,123,besan,2023-07-08,7,52,8,416
7,122,dantkanti,2023-05-07,5,100,5,500
17,121,refined oil,2023-05-12,3,110,6,660
6,123,besan,2023-04-24,8,52,6,312
6,122,nutrella,2023-08-07,5,40,8,320
2,121,nutrella,2023-04-18,3,40,4,160
1,123,sugar,2023-05-30,7,50,7,350
2,123,clinic plus,2023-06-14,7,1.5,1,1.5
13,121,nutrella,2023-04-17,2,40,4,160
17,122,maida,2023-08-08,4,20,1,20
1,122,refined oil,2023-04-19,4,110,8,880
28,122,refined oil,2023-07-10,5,110,3,330
11,122,dantkanti,2023-05-07,5,100,8,800
6,122,sugar,2023-06-15,4,50,6,300
7,123,refined oil,2023-03-23,9,110,9,990
8,123,sugar,2023-05-03,9,50,5,250
30,122,sugar,2023-04-03,4,50,7,350
24,123,nutrella,2023-04-22,8,40,9,360
4,123,besan,2023-04-09,8,52,1,52
26,123,quaker oats,2023-05-17,8,212,10,2120
17,122,refined oil,2023-05-18,4,110,5,550
30,122,nutrella,2023-08-13,4,40,5,200
4,121,dantkanti,2023-06-21,3,100,9,900
20,122,quaker oats,2023-03-21,5,212,7,1484
23,122,maida,2023-05-15,4,20,8,160
24,122,sugar,2023-06-17,4,50,4,200
25,121,quaker oats,2023-07-19,1,212,4,848
25,121,dantkanti,2023-04-23,2,100,7,700
21,122,refined oil,2023-03-17,5,110,2,220
20,121,besan,2023-03-07,2,52,3,156
23,122,maida,2023-05-08,5,20,7,140
13,121,sugar,2023-05-01,2,50,9,450
21,122,dantkanti,2023-04-11,6,100,7,700
29,122,besan,2023-03-14,6,52,6,312
8,121,nutrella,2023-06-09,1,40,3,120
1,123,maida,2023-04-03,7,20,7,140
12,122,sugar,2023-05-20,4,50,2,100
2,122,besan,2023-03-04,4,52,2,104
18,122,quaker oats,2023-03-24,4,212,2,424
20,123,maida,2023-06-30,7,20,2,40
13,121,quaker oats,2023-03-30,3,212,4,848
22,123,quaker oats,2023-08-12,9,212,7,1484
5,122,clinic plus,2023-06-11,5,1.5,9,13.5
16,122,quaker oats,2023-05-16,5,212,7,1484
30,122,sugar,2023-05-25,6,50,1,50
6,121,besan,2023-07-23,2,52,3,156
3,123,nutrella,2023-03-21,8,40,3,120
25,123,maida,2023-08-05,9,20,10,200
14,122,clinic plus,2023-04-16,5,1.5,4,6.0
14,123,quaker oats,2023-04-10,7,212,5,1060
1,123,dantkanti,2023-05-27,9,100,5,500
20,123,dantkanti,2023-07-18,7,100,7,700
11,122,nutrella,2023-07-20,5,40,7,280
24,123,clinic plus,2023-06-03,9,1.5,4,6.0
1,122,sugar,2023-06-19,6,50,2,100
15,122,maida,2023-03-18,5,20,3,60
3,123,nutrella,2023-03-09,9,40,9,360
18,123,sugar,2023-07-05,9,50,10,500
8,122,maida,2023-05-23,6,20,3,60
8,123,maida,2023-04-02,8,20,8,160
6,121,quaker oats,2023-05-16,2,212,10,2120
10,121,maida,2023-08-09,2,20,1,20
19,122,dantkanti,2023-05-07,4,100,4,400
5,121,dantkanti,2023-04-11,2,100,4,400
14,122,refined oil,2023-06-27,4,110,3,330
20,121,nutrella,2023-04-13,2,40,1,40
27,122,sugar,2023-07-19,5,50,2,100
16,122,quaker oats,2023-04-12,6,212,8,1696
3,122,sugar,2023-04-26,4,50,3,150
21,121,dantkanti,2023-07-02,1,100,7,700
12,121,sugar,2023-06-22,2,50,8,400
29,122,quaker oats,2023-05-26,4,212,2,424
22,123,besan,2023-05-08,9,52,5,260
1,121,refined oil,2023-03-24,1,110,1,110
13,122,besan,2023-08-09,4,52,10,520
19,121,quaker oats,2023-06-15,1,212,9,1908
13,121,refined oil,2023-04-20,3,110,4,440
15,122,nutrella,2023-05-31,4,40,2,80
11,121,refined oil,2023-05-15,2,110,6,660
22,123,sugar,2023-07-28,9,50,5,250
28,123,refined oil,2023-08-03,7,110,7,770
27,123,clinic plus,2023-06-01,7,1.5,9,13.5
9,123,maida,2023-08-08,9,20,9,180
16,121,quaker oats,2023-03-20,2,212,10,2120
10,123,maida,2023-07-02,9,20,1,20
5,122,dantkanti,2023-06-22,6,100,8,800
12,121,refined oil,2023-05-06,1,110,4,440
5,122,besan,2023-05-19,6,52,10,520
22,121,maida,2023-07-13,1,20,6,120
14,121,quaker oats,2023-06-18,1,212,6,1272
14,121,clinic plus,2023-07-28,1,1.5,6,9.0
8,122,clinic plus,2023-07-28,5,1.5,1,1.5
25,122,sugar,2023-05-06,6,50,1,50
13,123,refined oil,2023-04-06,7,110,2,220
1,121,dantkanti,2023-05-27,2,100,9,900
11,123,quaker oats,2023-06-22,8,212,8,1696
11,121,maida,2023-05-03,1,20,1,20
18,123,besan,2023-06-03,7,52,7,364
19,122,besan,2023-04-28,6,52,10,520
12,122,nutrella,2023-07-21,4,40,1,40
15,121,nutrella,2023-06-11,3,40,6,240
27,121,refined oil,2023-03-03,1,110,3,330
15,123,refined oil,2023-06-07,8,110,7,770
5,121,besan,2023-03-18,3,52,5,260
30,121,refined oil,2023-03-06,3,110,9,990
2,121,refined oil,2023-03-31,1,110,7,770
1,121,dantkanti,2023-04-25,2,100,2,200
17,121,dantkanti,2023-06-19,2,100,8,800
29,123,quaker oats,2023-03-09,9,212,8,1696
8,121,dantkanti,2023-03-09,2,100,4,400
6,122,dantkanti,2023-05-29,6,100,6,600
25,123,nutrella,2023-04-21,8,40,10,400
1,121,refined oil,2023-04-05,3,110,8,880
11,121,refined oil,2023-04-03,3,110,4,440
9,121,besan,2023-04-15,1,52,7,364
13,122,besan,2023-05-14,6,52,10,520
21,123,refined oil,2023-03-21,9,110,10,1100
4,121,maida,2023-03-03,1,20,2,40
5,123,dantkanti,2023-06-19,9,100,9,900
4,121,besan,2023-03-31,3,52,5,260
17,121,besan,2023-06-05,3,52,2,104
8,123,nutrella,2023-07-25,9,40,9,360
28,122,refined oil,2023-08-17,5,110,9,990
7,121,maida,2023-06-20,3,20,10,200
23,121,clinic plus,2023-05-15,2,1.5,10,15.0
16,121,refined oil,2023-08-02,2,110,9,990
24,123,nutrella,2023-05-06,9,40,7,280
12,121,sugar,2023-06-07,3,50,10,500
27,123,clinic plus,2023-06-14,8,1.5,9,13.5
26,122,dantkanti,2023-07-11,4,100,10,1000
11,123,clinic plus,2023-04-30,9,1.5,4,6.0
15,121,sugar,2023-05-27,1,50,6,300
13,123,quaker oats,2023-03-23,7,212,10,2120
23,122,nutrella,2023-07-10,6,40,5,200
30,122,refined oil,2023-03-28,5,110,10,1100
23,122,maida,2023-03-21,6,20,6,120
5,122,nutrella,2023-08-08,5,40,8,320
22,122,quaker oats,2023-06-17,6,212,6,1272
9,123,maida,2023-08-16,8,20,3,60
24,121,dantkanti,2023-08-02,3,100,6,600
4,123,refined oil,2023-05-24,8,110,3,330
14,123,dantkanti,2023-05-13,9,100,1,100
22,121,nutrella,2023-08-11,3,40,10,400
30,121,sugar,2023-04-08,1,50,10,500
4,122,clinic plus,2023-03-24,4,1.5,2,3.0
8,123,clinic plus,2023-05-26,9,1.5,5,7.5
25,122,refined oil,2023-04-16,5,110,6,660
23,123,dantkanti,2023-04-19,9,100,3,300
22,122,besan,2023-04-24,5,52,3,156
12,122,dantkanti,2023-06-19,6,100,6,600
14,122,sugar,2023-03-12,4,50,1,50
18,123,nutrella,2023-04-20,9,40,5,200
6,121,refined oil,2023-07-28,2,110,9,990
29,123,maida,2023-08-15,7,20,2,40
19,122,clinic plus,2023-07-08,6,1.5,1,1.5
12,122,sugar,2023-04-18,5,50,7,350
17,122,sugar,2023-06-29,6,50,10,500
3,122,dantkanti,2023-06-21,6,100,8,800
18,123,dantkanti,2023-04-08,8,100,8,800
24,121,refined oil,2023-08-19,2,110,1,110
19,123,sugar,2023-08-17,7,50,9,450
4,121,sugar,2023-04-22,1,50,7,350
27,122,refined oil,2023-04-23,4,110,3,330
25,123,besan,2023-03-26,9,52,6,312
4,122,maida,2023-07-22,6,20,7,140
11,121,refined oil,2023-08-12,3,110,10,1100
12,122,dantkanti,2023-04-17,4,100,10,1000
30,121,nutrella,2023-06-03,3,40,4,160
22,121,dantkanti,2023-03-20,2,100,1,100
24,123,sugar,2023-04-11,7,50,1,50
26,123,clinic plus,2023-05-06,8,1.5,6,9.0
23,122,clinic plus,2023-07-14,4,1.5,10,15.0
18,122,clinic plus,2023-04-05,4,1.5,2,3.0
13,122,besan,2023-07-29,4,52,5,260
30,121,besan,2023-08-19,3,52,8,416
5,122,besan,2023-03-21,6,52,8,416
16,122,quaker oats,2023-07-19,5,212,10,2120
29,123,besan,2023-08-12,7,52,2,104
14,121,nutrella,2023-03-18,1,40,4,160
21,123,sugar,2023-08-12,9,50,7,350
16,122,maida,2023-03-06,6,20,2,40
29,123,maida,2023-06-19,9,20,9,180
20,123,nutrella,2023-05-10,9,40,8,320
17,122,refined oil,2023-04-03,4,110,8,880
28,123,quaker oats,2023-08-17,7,212,10,2120
5,121,maida,2023-05-05,2,20,2,40
7,123,sugar,2023-07-01,8,50,5,250
23,121,sugar,2023-06-22,2,50,1,50
8,121,nutrella,2023-04-25,3,40,10,400
21,121,dantkanti,2023-06-28,3,100,3,300
28,121,refined oil,2023-04-17,2,110,4,440
22,121,clinic plus,2023-04-29,1,1.5,10,15.0
12,122,maida,2023-06-13,5,20,5,100
16,121,dantkanti,2023-05-10,3,100,3,300
20,123,dantkanti,2023-07-31,7,100,1,100
24,123,nutrella,2023-07-12,7,40,5,200
8,122,dantkanti,2023-03-13,5,100,9,900
20,122,refined oil,2023-04-30,5,110,2,220
8,123,dantkanti,2023-05-01,9,100,7,700
24,123,nutrella,2023-05-15,8,40,10,400
3,123,clinic plus,2023-07-08,8,1.5,1,1.5
9,123,besan,2023-06-03,7,52,10,520
10,122,quaker oats,2023-07-06,5,212,7,1484
27,122,nutrella,2023-06-05,5,40,9,360
24,121,nutrella,2023-07-01,3,40,9,360
16,121,nutrella,2023-05-19,1,40,10,400
5,122,nutrella,2023-03-21,6,40,10,400
20,122,refined oil,2023-04-06,6,110,5,550
10,122,quaker oats,2023-04-23,5,212,9,1908
14,123,nutrella,2023-07-18,8,40,5,200
3,122,dantkanti,2023-07-23,4,100,2,200
24,122,nutrella,2023-03-07,4,40,1,40
18,121,refined oil,2023-04-24,3,110,9,990
15,122,clinic plus,2023-03-27,4,1.5,6,9.0
14,123,clinic plus,2023-08-17,8,1.5,1,1.5
12,123,sugar,2023-04-04,8,50,1,50
7,122,sugar,2023-06-08,6,50,6,300
10,123,quaker oats,2023-04-15,7,212,1,212
10,123,sugar,2023-04-09,7,50,7,350
17,121,nutrella,2023-05-07,1,40,2,80
22,122,dantkanti,2023-03-09,5,100,1,100
24,122,sugar,2023-03-08,5,50,2,100
13,121,nutrella,2023-07-12,2,40,10,400
20,123,clinic plus,2023-07-06,8,1.5,6,9.0
1,123,besan,2023-07-16,8,52,4,208
15,122,besan,2023-04-04,5,52,10,520
29,122,quaker oats,2023-07-12,4,212,10,2120
24,122,nutrella,2023-04-12,5,40,9,360
23,123,dantkanti,2023-05-23,8,100,7,700
21,122,sugar,2023-07-25,5,50,8,400
3,123,dantkanti,2023-04-28,9,100,10,1000
14,123,maida,2023-04-17,9,20,6,120
20,121,nutrella,2023-04-01,1,40,5,200
16,121,quaker oats,2023-03-12,2,212,5,1060
29,122,clinic plus,2023-05-31,5,1.5,7,10.5
25,123,refined oil,2023-08-03,8,110,2,220
28,121,sugar,2023-05-27,3,50,4,200
21,122,maida,2023-08-16,4,20,10,200
15,122,sugar,2023-04-09,4,50,8,400
30,122,besan,2023-04-20,5,52,2,104
12,121,quaker oats,2023-08-10,1,212,2,424
15,121,besan,2023-03-11,2,52,2,104
12,122,nutrella,2023-06-26,4,40,7,280
27,121,sugar,2023-08-16,2,50,4,200
20,123,dantkanti,2023-04-12,9,100,5,500
12,123,nutrella,2023-04-26,7,40,7,280
9,122,nutrella,2023-04-16,5,40,1,40
22,123,quaker oats,2023-05-17,8,212,2,424
4,122,refined oil,2023-06-05,6,110,9,990
26,121,nutrella,2023-06-11,2,40,6,240
26,122,besan,2023-06-25,5,52,5,260
22,122,clinic plus,2023-04-07,6,1.5,9,13.5
22,123,maida,2023-06-05,7,20,2,40
15,121,refined oil,2023-08-20,2,110,1,110
20,123,nutrella,2023-07-02,7,40,4,160
4,123,quaker oats,2023-05-15,7,212,4,848
12,122,maida,2023-08-07,5,20,6,120
10,121,dantkanti,2023-04-04,1,100,3,300
1,123,clinic plus,2023-06-05,7,1.5,3,4.5
26,122,clinic plus,2023-06-28,5,1.5,4,6.0
27,123,refined oil,2023-06-26,9,110,10,1100
22,121,dantkanti,2023-06-02,2,100,8,800
14,121,clinic plus,2023-08-13,3,1.5,3,4.5
15,122,besan,2023-05-02,6,52,3,156
20,122,quaker oats,2023-06-15,5,212,7,1484
10,123,refined oil,2023-06-01,9,110,5,550
12,122,sugar,2023-06-20,6,50,3,150
12,122,maida,2023-03-03,4,20,4,80
11,122,sugar,2023-07-24,5,50,6,300
7,123,quaker oats,2023-05-18,8,212,7,1484
25,123,refined oil,2023-06-19,8,110,2,220
10,122,sugar,2023-05-14,4,50,2,100
12,121,nutrella,2023-04-03,1,40,6,240
14,123,refined oil,2023-06-11,7,110,5,550
24,122,dantkanti,2023-05-16,4,100,9,900
13,123,besan,2023-05-25,7,52,10,520
29,123,besan,2023-03-12,8,52,1,52
17,123,besan,2023-03-30,9,52,3,156
9,123,maida,2023-04-09,9,20,8,160
27,122,besan,2023-08-17,5,52,1,52
10,121,nutrella,2023-05-03,1,40,1,40
18,121,besan,2023-04-08,2,52,9,468
23,122,nutrella,2023-03-03,6,40,8,320
19,121,quaker oats,2023-06-15,2,212,8,1696
20,122,maida,2023-06-11,4,20,8,160
10,121,besan,2023-08-09,3,52,10,520
6,121,dantkanti,2023-08-11,1,100,10,1000
22,123,sugar,2023-03-23,8,50,7,350
5,121,sugar,2023-05-31,1,50,1,50
13,122,dantkanti,2023-06-07,6,100,2,200
4,122,sugar,2023-03-16,5,50,9,450
29,122,clinic plus,2023-05-18,6,1.5,8,12.0
23,121,quaker oats,2023-03-15,2,212,9,1908
8,123,maida,2023-06-09,9,20,5,100
30,123,clinic plus,2023-08-07,8,1.5,10,15.0
23,122,dantkanti,2023-07-11,5,100,7,700
2,123,refined oil,2023-04-13,7,110,3,330
7,123,nutrella,2023-06-21,7,40,8,320
2,123,nutrella,2023-07-28,7,40,1,40
28,122,besan,2023-08-13,4,52,9,468
16,122,dantkanti,2023-03-21,4,100,3,300
27,123,refined oil,2023-07-14,8,110,5,550
25,122,clinic plus,2023-04-01,5,1.5,4,6.0
10,121,dantkanti,2023-06-27,3,100,3,300
29,121,quaker oats,2023-06-14,1,212,3,636
13,122,nutrella,2023-05-17,4,40,6,240
26,123,besan,2023-08-13,8,52,2,104
24,123,dantkanti,2023-03-04,8,100,7,700
9,122,sugar,2023-05-06,6,50,1,50
5,121,clinic plus,2023-08-19,3,1.5,7,10.5
19,121,clinic plus,2023-06-09,3,1.5,4,6.0
22,121,maida,2023-06-10,1,20,8,160
7,123,nutrella,2023-06-30,8,40,6,240
1,122,sugar,2023-08-15,4,50,8,400
19,123,nutrella,2023-05-31,7,40,1,40
21,123,dantkanti,2023-07-20,7,100,2,200
10,121,refined oil,2023-03-24,3,110,10,1100
26,121,quaker oats,2023-08-09,2,212,1,212
28,121,dantkanti,2023-05-14,3,100,1,100
12,123,maida,2023-04-05,7,20,1,20
3,123,nutrella,2023-05-18,8,40,1,40
10,123,refined oil,2023-03-12,8,110,5,550
9,122,nutrella,2023-04-01,4,40,1,40
30,122,besan,2023-03-17,6,52,8,416
8,123,maida,2023-04-10,7,20,1,20
22,122,nutrella,2023-05-13,5,40,5,200
6,122,sugar,2023-06-01,5,50,4,200
17,121,quaker oats,2023-06-15,3,212,9,1908
24,121,besan,2023-05-03,3,52,6,312
15,123,dantkanti,2023-03-17,7,100,6,600
4,123,clinic plus,2023-04-02,7,1.5,1,1.5
7,121,quaker oats,2023-03-13,1,212,5,1060
20,123,nutrella,2023-04-14,9,40,4,160
23,123,sugar,2023-06-04,7,50,10,500
30,123,sugar,2023-05-28,7,50,8,400
17,123,quaker oats,2023-08-10,9,212,9,1908
26,123,quaker oats,2023-03-17,8,212,6,1272
26,122,maida,2023-04-23,5,20,3,60
26,122,clinic plus,2023-06-24,5,1.5,8,12.0
15,122,refined oil,2023-06-12,4,110,6,660
8,122,maida,2023-07-29,5,20,10,200
26,122,dantkanti,2023-05-05,5,100,10,1000
25,122,besan,2023-06-01,5,52,4,208
8,121,dantkanti,2023-08-17,1,100,5,500
19,122,sugar,2023-07-30,4,50,9,450
14,123,dantkanti,2023-07-25,7,100,10,1000
10,122,quaker oats,2023-05-09,5,212,4,848
27,123,clinic plus,2023-08-20,8,1.5,10,15.0
19,122,sugar,2023-07-09,5,50,5,250
13,122,quaker oats,2023-07-01,5,212,2,424
17,122,nutrella,2023-07-25,4,40,9,360
29,121,refined oil,2023-07-07,3,110,7,770
5,121,clinic plus,2023-04-01,1,1.5,1,1.5
27,121,nutrella,2023-07-10,1,40,9,360
25,122,sugar,2023-05-15,4,50,10,500
6,121,refined oil,2023-05-03,2,110,10,1100
23,122,quaker oats,2023-07-01,5,212,9,1908
16,121,refined oil,2023-06-29,1,110,4,440
28,122,besan,2023-06-18,6,52,3,156
8,121,sugar,2023-05-17,2,50,7,350
21,122,refined oil,2023-03-15,6,110,1,110
3,123,sugar,2023-03-06,9,50,3,150
15,121,besan,2023-05-24,2,52,9,468
17,122,refined oil,2023-05-12,6,110,9,990
17,122,dantkanti,2023-08-06,5,100,5,500
24,121,dantkanti,2023-08-10,3,100,5,500
10,123,clinic plus,2023-03-16,8,1.5,7,10.5
24,122,maida,2023-04-04,6,20,8,160
7,123,nutrella,2023-03-31,9,40,8,320
28,123,dantkanti,2023-08-01,9,100,6,600
9,123,besan,2023-05-05,7,52,2,104
12,122,refined oil,2023-03-05,6,110,7,770
21,121,clinic plus,2023-04-29,2,1.5,7,10.5
6,122,sugar,2023-07-25,5,50,2,100
4,123,maida,2023-08-19,8,20,4,80
19,121,sugar,2023-08-06,3,50,5,250
2,122,dantkanti,2023-06-03,5,100,5,500
22,123,dantkanti,2023-04-14,8,100,6,600
9,123,maida,2023-07-24,8,20,6,120
12,121,quaker oats,2023-05-03,2,212,8,1696
18,123,besan,2023-08-07,9,52,7,364
27,122,nutrella,2023-03-09,5,40,2,80
30,122,nutrella,2023-03-04,6,40,5,200
22,123,sugar,2023-03-28,7,50,9,450
16,121,besan,2023-07-27,2,52,6,312
1,122,refined oil,2023-06-16,5,110,5,550
1,123,sugar,2023-05-26,8,50,3,150
5,122,nutrella,2023-07-29,6,40,3,120
4,123,quaker oats,2023-04-25,9,212,3,636
2,121,maida,2023-04-04,2,20,5,100
25,121,sugar,2023-05-23,1,50,5,250
4,121,besan,2023-04-05,1,52,3,156
26,122,quaker oats,2023-03-22,6,212,6,1272
4,121,besan,2023-03-27,1,52,10,520
5,122,nutrella,2023-07-13,4,40,10,400
12,121,dantkanti,2023-03-19,3,100,6,600
4,122,nutrella,2023-07-17,5,40,4,160
16,122,maida,2023-06-05,5,20,5,100
19,121,clinic plus,2023-04-23,1,1.5,6,9.0
1,121,clinic plus,2023-03-27,3,1.5,5,7.5
9,123,refined oil,2023-05-02,7,110,4,440
28,122,besan,2023-06-21,5,52,3,156
18,123,maida,2023-04-25,7,20,8,160
8,122,nutrella,2023-05-06,4,40,4,160
14,121,dantkanti,2023-06-27,3,100,1,100
19,123,dantkanti,2023-08-19,8,100,6,600
20,123,dantkanti,2023-06-29,7,100,6,600
7,121,maida,2023-05-29,3,20,3,60
13,121,nutrella,2023-08-19,3,40,10,400
27,121,maida,2023-07-07,3,20,10,200
25,123,besan,2023-08-12,9,52,1,52
1,122,sugar,2023-06-24,6,50,5,250
18,121,maida,2023-03-05,3,20,7,140
11,121,besan,2023-04-09,1,52,7,364
14,122,sugar,2023-03-26,5,50,7,350
16,122,maida,2023-06-11,6,20,7,140
13,123,sugar,2023-07-01,9,50,6,300
18,121,besan,2023-06-10,2,52,5,260
14,123,sugar,2023-03-20,7,50,8,400
8,123,maida,2023-03-18,9,20,6,120
14,123,refined oil,2023-04-14,8,110,8,880
12,121,refined oil,2023-05-21,2,110,7,770
27,122,sugar,2023-07-01,4,50,8,400
29,123,refined oil,2023-06-11,9,110,8,880
27,121,nutrella,2023-05-11,1,40,5,200
24,123,refined oil,2023-04-09,9,110,1,110
2,122,clinic plus,2023-07-25,5,1.5,4,6.0
5,122,maida,2023-05-18,6,20,10,200
19,122,nutrella,2023-03-29,5,40,4,160
18,123,besan,2023-04-03,8,52,6,312
14,123,nutrella,2023-07-12,7,40,8,320
20,123,besan,2023-03-24,8,52,4,208
12,121,nutrella,2023-03-15,1,40,8,320
23,123,dantkanti,2023-07-27,9,100,1,100
12,122,quaker oats,2023-03-20,4,212,7,1484
23,121,quaker oats,2023-04-27,1,212,7,1484
18,122,dantkanti,2023-05-12,6,100,7,700
15,122,clinic plus,2023-08-05,6,1.5,6,9.0
13,122,besan,2023-04-05,5,52,9,468
