"weather_id","city","weather_date","temperature","humidity","rainfall","last_updated"
"333","Rourkela","2026-03-17","21.22","58.19","48.42","2026-03-17 21:48:00"
"334","Kochi","2026-03-15","18.45","56.17","94.19","2026-03-15 23:33:00"
"335","Mumbai","2026-01-13","39.98","61.5","56.79","2026-01-13 09:15:00"
"336","Rourkela","2026-01-01","24.36","36.58","33.63","2026-01-01 18:13:00"
"337","Hyderabad","2026-06-26","29.83","70.74","3.93","2026-06-26 08:40:00"
"338","Hyderabad","2026-06-19","26.22","83.4","90.25","2026-06-19 10:06:00"
"339","Lucknow","2026-02-02","41.32","37.82","32.28","2026-02-02 22:24:00"
"340","Durgapur","2026-04-19","23.38","57.32","93.41","2026-04-19 21:21:00"
"341","Hyderabad","2026-04-03","39.25","35.23","98.13","2026-04-03 08:15:00"
"342","New Delhi","2026-01-25","35.14","63.38","4.45","2026-01-25 12:59:00"
"343","Mumbai","2026-01-11","20.71","52.41","70.02","2026-01-11 10:55:00"
"344","Pune","2026-04-13","33.83","40.19","4.33","2026-04-13 11:22:00"
"345","Cuttack","2026-05-30","40.38","82.93","68.49","2026-05-30 01:59:00"
"346","Bengaluru","2026-04-06","24.32","59.38","14.67","2026-04-06 21:28:00"
"347","Noida","2026-02-17","24.86","56.02","104.51","2026-02-17 15:29:00"
"348","Bhubaneswar","2026-03-02","38.35","54.9","25.74","2026-03-02 17:37:00"
"349","Sambalpur","2026-04-08","33.8","66.12","69.22","2026-04-08 19:51:00"
"350","Bengaluru","2026-04-28","30.67","58.19","35.39","2026-04-28 02:55:00"
"351","Pune","2026-02-03","34.73","50.37","32.95","2026-02-03 03:28:00"
"352","Ahmedabad","2026-04-13","28.95","83.62","3.45","2026-04-13 11:38:00"
"353","Bhopal","2026-02-27","33.77","68.26","51.9","2026-02-27 13:08:00"
"354","Kochi","2026-05-30","39.19","38.72","30.83","2026-05-30 20:51:00"
"355","Kolkata","2026-05-25","40.48","85.6","84.41","2026-05-25 23:15:00"
"356","Surat","2026-03-25","19.98","74.51","44.99","2026-03-25 09:02:00"
"357","Howrah","2026-03-15","24.89","49.28","33.55","2026-03-15 16:18:00"
"358","Mumbai","2026-04-22","31.75","59.96","82.06","2026-04-22 12:12:00"
"359","Durgapur","2026-03-22","24.73","81.43","42.84","2026-03-22 06:06:00"
"360","Surat","2026-01-04","32.67","43.77","32.31","2026-01-04 05:43:00"
"361","Cuttack","2026-06-23","38.15","85.76","91.39","2026-06-23 22:50:00"
"362","Sambalpur","2026-06-05","41.62","52.74","96.12","2026-06-05 14:16:00"
"363","Rourkela","2026-06-16","29.59","47.57","47.47","2026-06-16 13:28:00"
"364","Kolkata","2026-02-08","32.52","71.76","75.51","2026-02-08 04:34:00"
"365","Puri","2026-03-03","24.52","69.8","59.2","2026-03-03 07:02:00"
"366","Noida","2026-05-10","26.05","89.58","31.3","2026-05-10 14:05:00"
"367","Ahmedabad","2026-01-30","37.13","91.73","99.95","2026-01-30 21:58:00"
"368","Kolkata","2026-03-20","36.55","84.85","87.46","2026-03-20 14:10:00"
"369","Puri","2026-06-19","31.67","35.04","37.51","2026-06-19 19:56:00"
"370","Surat","2026-05-10","38.36","64.42","110.66","2026-05-10 06:57:00"
"371","Cuttack","2026-01-04","39.88","85.96","54.28","2026-01-04 11:44:00"
"372","Chennai","2026-03-30","33.4","64.53","62.86","2026-03-30 07:16:00"
"373","Kochi","2026-06-22","21.89","90.49","66.19","2026-06-22 05:45:00"
"374","Durgapur","2026-01-28","36.57","53.8","30.02","2026-01-28 22:21:00"
"375","Cuttack","2026-05-09","30.39","35.44","17.41","2026-05-09 23:28:00"
"376","Durgapur","2026-03-21","35.35","44.36","10.03","2026-03-21 04:10:00"
"377","Rourkela","2026-03-11","25.47","63.46","14.02","2026-03-11 15:14:00"
"378","Noida","2026-02-17","33.37","88.02","104.45","2026-02-17 19:00:00"
"379","Ahmedabad","2026-03-20","41.53","89.28","28.22","2026-03-20 10:26:00"
"380","Howrah","2026-03-16","35.77","42.25","47.43","2026-03-16 13:47:00"
"381","Ahmedabad","2026-05-18","19.02","44.34","47.05","2026-05-18 19:56:00"
"382","Chennai","2026-05-14","24.92","88.3","20.21","2026-05-14 12:40:00"
"383","Sambalpur","2026-01-22","25.46","93.73","7.27","2026-01-22 22:40:00"
"384","Sambalpur","2026-03-02","32.5","87.21","8.62","2026-03-02 20:46:00"
"385","Chennai","2026-05-09","26.34","50.89","74.63","2026-05-09 16:33:00"
"386","New Delhi","2026-04-24","18.5","64.71","60.15","2026-04-24 18:41:00"
"387","Durgapur","2026-05-20","24.97","61.7","64.98","2026-05-20 19:20:00"
"388","Bengaluru","2026-06-21","25.92","57.01","25.0","2026-06-21 01:33:00"
"389","Bhopal","2026-03-17","37.73","59.65","101.37","2026-03-17 15:43:00"
"390","Chennai","2026-01-28","37.9","62.61","38.98","2026-01-28 06:26:00"
"391","Noida","2026-04-15","38.56","45.61","54.29","2026-04-15 13:24:00"
"392","Durgapur","2026-02-18","35.01","85.78","63.17","2026-02-18 13:55:00"
"393","Pune","2026-06-09","32.34","87.64","79.44","2026-06-09 22:03:00"
"394","Kochi","2026-05-20","20.39","75.05","37.25","2026-05-20 21:50:00"
"395","Bengaluru","2026-01-26","32.39","45.79","115.77","2026-01-26 03:20:00"
"396","Ahmedabad","2026-05-08","21.23","80.72","5.11","2026-05-08 06:38:00"
"397","Hyderabad","2026-05-20","21.11","40.08","69.64","2026-05-20 01:16:00"
"398","Surat","2026-03-02","41.43","38.83","101.37","2026-03-02 07:30:00"
"399","Rourkela","2026-03-04","28.66","46.99","81.28","2026-03-04 05:42:00"
"400","Howrah","2026-06-27","30.0","47.57","74.86","2026-06-27 13:35:00"
"401","Lucknow","2026-02-08","28.41","72.48","15.38","2026-02-08 07:04:00"
"402","Pune","2026-03-31","30.84","35.03","91.76","2026-03-31 05:38:00"
"403","Bhopal","2026-04-06","28.8","59.32","45.29","2026-04-06 08:17:00"
"404","Hyderabad","2026-05-27","20.07","42.31","51.54","2026-05-27 07:04:00"
"405","Noida","2026-06-12","21.4","87.08","110.67","2026-06-12 15:59:00"
"406","Chennai","2026-02-12","37.8","90.96","79.47","2026-02-12 03:56:00"
"407","Durgapur","2026-02-08","29.46","78.39","27.58","2026-02-08 07:53:00"
"408","Pune","2026-03-22","28.03","48.36","78.54","2026-03-22 23:37:00"
"409","Noida","2026-06-20","30.27","75.53","49.23","2026-06-20 04:45:00"
"410","Ahmedabad","2026-01-08","24.71","84.42","20.44","2026-01-08 17:31:00"
"411","Pune","2026-03-31","38.59","44.37","37.07","2026-03-31 11:10:00"
"412","Pune","2026-02-17","36.48","49.42","30.07","2026-02-17 04:38:00"
"413","Durgapur","2026-06-22","31.0","80.73","47.89","2026-06-22 05:08:00"
"414","Hyderabad","2026-03-08","26.75","77.09","51.8","2026-03-08 22:08:00"
"415","Rourkela","2026-03-19","34.11","53.76","47.04","2026-03-19 09:56:00"
"416","Surat","2026-03-06","18.48","62.57","81.8","2026-03-06 04:22:00"
"417","Sambalpur","2026-03-18","18.41","70.35","91.45","2026-03-18 06:04:00"
"418","Hyderabad","2026-05-13","18.91","81.55","38.32","2026-05-13 16:12:00"
"419","Ahmedabad","2026-01-09","23.96","82.65","88.54","2026-01-09 11:54:00"
"420","Hyderabad","2026-05-14","36.08","56.81","53.04","2026-05-14 21:47:00"
"421","Kochi","2026-01-07","32.55","79.83","71.29","2026-01-07 04:14:00"
"422","Hyderabad","2026-02-05","36.23","50.56","73.93","2026-02-05 10:18:00"
"423","Surat","2026-03-03","30.17","62.78","2.27","2026-03-03 10:17:00"
"424","Puri","2026-02-06","40.75","61.85","31.48","2026-02-06 17:17:00"
"425","Kochi","2026-02-22","39.97","79.05","115.55","2026-02-22 08:53:00"
"426","Cuttack","2026-05-02","30.1","64.17","118.35","2026-05-02 21:54:00"
"427","Surat","2026-02-17","21.79","48.87","99.8","2026-02-17 10:52:00"
"428","Lucknow","2026-02-05","26.71","64.17","67.97","2026-02-05 16:53:00"
"429","Pune","2026-05-07","41.37","80.03","70.11","2026-05-07 02:32:00"
"430","Hyderabad","2026-06-10","36.14","79.04","23.02","2026-06-10 18:58:00"
"431","Chennai","2026-01-25","29.62","60.01","67.85","2026-01-25 20:46:00"
"432","Mumbai","2026-04-11","27.4","85.04","15.91","2026-04-11 16:05:00"
"433","Cuttack","2026-04-13","20.9","48.85","119.41","2026-04-13 21:09:00"
"434","Hyderabad","2026-03-18","28.76","76.2","29.15","2026-03-18 15:28:00"
"435","Bengaluru","2026-01-08","27.95","55.89","52.85","2026-01-08 12:00:00"
"436","Bengaluru","2026-06-06","30.68","59.12","80.82","2026-06-06 04:32:00"
"437","Rourkela","2026-06-24","27.7","46.27","108.39","2026-06-24 01:29:00"
"438","Rourkela","2026-01-13","35.7","79.38","4.21","2026-01-13 14:22:00"
"439","Hyderabad","2026-04-28","23.35","78.58","27.35","2026-04-28 23:44:00"
"440","Bengaluru","2026-02-09","29.33","59.0","79.64","2026-02-09 22:14:00"
"441","Rourkela","2026-03-21","27.0","80.56","45.18","2026-03-21 10:36:00"
"442","Puri","2026-03-25","19.14","74.19","0.34","2026-03-25 22:54:00"
"443","Lucknow","2026-01-05","22.55","62.98","22.71","2026-01-05 04:58:00"
"444","Puri","2026-01-27","40.43","61.35","94.65","2026-01-27 15:32:00"
"445","Hyderabad","2026-01-30","25.81","58.29","119.36","2026-01-30 01:17:00"
"446","Hyderabad","2026-06-17","21.88","69.55","55.81","2026-06-17 20:27:00"
"447","Kochi","2026-05-05","35.31","45.75","12.49","2026-05-05 09:56:00"
"448","Puri","2026-06-12","34.34","63.96","15.44","2026-06-12 15:27:00"
"449","Chennai","2026-06-21","19.39","46.06","82.75","2026-06-21 22:31:00"
"450","Puri","2026-04-20","37.08","42.37","31.89","2026-04-20 09:14:00"
"451","Chennai","2026-02-01","22.13","93.04","17.11","2026-02-01 15:27:00"
"452","Rourkela","2026-02-27","36.49","59.33","55.08","2026-02-27 09:28:00"
"453","Bengaluru","2026-06-15","40.76","58.4","41.54","2026-06-15 23:45:00"
"454","Bengaluru","2026-02-22","39.57","37.11","61.18","2026-02-22 10:10:00"
"455","Bhopal","2026-03-27","34.29","89.17","9.46","2026-03-27 23:24:00"
"456","Noida","2026-05-31","29.0","39.38","32.51","2026-05-31 20:45:00"
"457","Noida","2026-02-07","40.2","59.87","114.11","2026-02-07 11:44:00"
"458","Surat","2026-05-12","25.69","48.59","46.15","2026-05-12 05:32:00"
"459","Lucknow","2026-05-10","24.23","79.83","110.38","2026-05-10 03:10:00"
"460","Lucknow","2026-06-30","37.62","56.3","88.98","2026-06-30 04:57:00"
"461","Bhubaneswar","2026-01-02","35.27","92.76","88.05","2026-01-02 09:17:00"
"462","Ahmedabad","2026-01-03","22.78","65.9","57.65","2026-01-03 15:05:00"
"463","Durgapur","2026-01-21","20.23","40.08","61.15","2026-01-21 03:12:00"
"464","Noida","2026-06-12","36.83","43.32","2.38","2026-06-12 03:54:00"
"465","Sambalpur","2026-04-13","28.9","81.75","2.71","2026-04-13 23:57:00"
"466","Sambalpur","2026-02-26","25.87","43.69","59.56","2026-02-26 01:01:00"
"467","Bhubaneswar","2026-06-30","20.91","59.14","84.03","2026-06-30 10:08:00"
"468","Kolkata","2026-04-16","38.93","66.15","33.34","2026-04-16 17:24:00"
"469","Hyderabad","2026-04-05","33.56","47.59","89.71","2026-04-05 18:46:00"
"470","Rourkela","2026-04-19","33.41","89.41","106.59","2026-04-19 05:09:00"
"471","Kochi","2026-05-26","35.31","86.59","47.85","2026-05-26 20:44:00"
"472","Mumbai","2026-01-28","35.92","89.94","2.38","2026-01-28 21:59:00"
"473","Durgapur","2026-06-24","23.99","76.72","13.24","2026-06-24 09:31:00"
"474","New Delhi","2026-02-08","34.29","78.33","6.93","2026-02-08 06:07:00"
"475","Mumbai","2026-06-09","23.84","48.6","42.84","2026-06-09 14:38:00"
"476","Chennai","2026-02-17","30.79","83.17","119.73","2026-02-17 03:53:00"
"477","Bhubaneswar","2026-06-17","40.0","48.79","94.44","2026-06-17 10:33:00"
"478","Pune","2026-04-01","41.82","70.42","84.33","2026-04-01 23:47:00"
"479","Cuttack","2026-01-21","20.79","60.05","42.16","2026-01-21 20:40:00"
"480","Cuttack","2026-02-12","33.31","40.71","18.49","2026-02-12 02:25:00"
"481","Durgapur","2026-05-16","41.71","61.81","95.3","2026-05-16 22:51:00"
"482","Durgapur","2026-03-24","40.81","48.85","109.53","2026-03-24 01:29:00"
"483","Hyderabad","2026-04-11","30.76","78.1","105.26","2026-04-11 06:22:00"
"484","Surat","2026-05-18","29.4","63.09","84.15","2026-05-18 15:42:00"
"485","Sambalpur","2026-03-28","37.99","48.19","85.28","2026-03-28 16:24:00"
"486","New Delhi","2026-04-04","31.05","42.23","30.35","2026-04-04 04:45:00"
"487","Bhopal","2026-04-22","21.7","60.26","39.81","2026-04-22 21:01:00"
"488","Bhopal","2026-04-21","37.01","84.19","22.58","2026-04-21 14:16:00"
"489","Ahmedabad","2026-02-12","40.67","67.63","82.68","2026-02-12 15:27:00"
"490","Bhopal","2026-01-20","32.73","84.91","112.01","2026-01-20 11:31:00"
"491","Pune","2026-03-19","28.47","85.24","69.98","2026-03-19 23:22:00"
"492","Durgapur","2026-05-17","35.31","82.9","45.13","2026-05-17 18:17:00"
"493","Puri","2026-05-02","38.5","85.4","107.15","2026-05-02 19:44:00"
"494","Noida","2026-02-19","37.8","86.99","77.19","2026-02-19 06:06:00"
"495","Howrah","2026-03-15","21.49","36.68","39.77","2026-03-15 23:25:00"
"496","Surat","2026-04-08","21.64","65.6","81.59","2026-04-08 21:00:00"
"497","Noida","2026-01-24","26.66","85.56","90.32","2026-01-24 19:59:00"
"498","Durgapur","2026-05-18","39.89","61.15","46.2","2026-05-18 15:38:00"
"499","Durgapur","2026-06-26","28.79","78.45","19.03","2026-06-26 02:37:00"
"500","Kochi","2026-01-21","25.64","85.13","103.84","2026-01-21 07:31:00"
"501","Mumbai","2026-02-20","25.15","46.71","103.95","2026-02-20 04:49:00"
"502","Surat","2026-01-01","32.92","42.89","8.46","2026-01-01 19:38:00"
"503","Noida","2026-02-13","24.24","43.91","88.36","2026-02-13 01:34:00"
"504","Bhopal","2026-02-03","28.67","40.38","80.43","2026-02-03 19:39:00"
"505","Durgapur","2026-05-24","32.33","69.34","118.79","2026-05-24 06:51:00"
"506","Noida","2026-03-13","21.73","89.81","45.01","2026-03-13 12:01:00"
"507","Rourkela","2026-06-08","41.48","73.45","67.11","2026-06-08 18:44:00"
"508","Cuttack","2026-02-09","27.29","49.88","91.43","2026-02-09 11:15:00"
"509","Hyderabad","2026-03-13","39.61","71.34","113.23","2026-03-13 10:29:00"
"510","Howrah","2026-05-28","29.37","47.89","76.61","2026-05-28 08:56:00"
"511","Pune","2026-05-27","25.88","47.43","113.01","2026-05-27 01:08:00"
"512","Howrah","2026-03-26","19.84","44.87","86.7","2026-03-26 10:46:00"
"513","Pune","2026-06-26","18.09","43.95","50.95","2026-06-26 15:14:00"
"514","Mumbai","2026-05-18","41.82","72.14","106.82","2026-05-18 07:17:00"
"515","Cuttack","2026-04-15","18.7","35.12","27.62","2026-04-15 15:59:00"
"516","Sambalpur","2026-05-26","24.68","72.89","64.82","2026-05-26 19:00:00"
"517","Kolkata","2026-03-21","24.27","36.99","97.53","2026-03-21 16:14:00"
"518","Lucknow","2026-02-17","31.99","56.93","13.62","2026-02-17 21:19:00"
"519","Bengaluru","2026-01-21","24.24","40.28","36.0","2026-01-21 20:00:00"
"520","Noida","2026-05-13","28.42","63.46","9.08","2026-05-13 11:25:00"
"521","Howrah","2026-03-17","39.31","46.63","57.15","2026-03-17 09:09:00"
"522","Noida","2026-02-18","34.26","90.94","113.13","2026-02-18 22:14:00"
"523","Kochi","2026-01-05","20.86","89.32","48.07","2026-01-05 06:55:00"
"524","Kolkata","2026-04-05","20.94","67.45","50.13","2026-04-05 20:48:00"
"525","Bhubaneswar","2026-03-16","29.11","53.91","41.02","2026-03-16 11:18:00"
"526","Rourkela","2026-05-15","22.79","40.6","35.3","2026-05-15 20:57:00"
"527","Noida","2026-03-29","32.89","72.7","22.38","2026-03-29 13:20:00"
"528","Kolkata","2026-04-01","21.24","83.95","66.13","2026-04-01 06:17:00"
"529","Noida","2026-04-22","28.19","69.06","93.49","2026-04-22 02:05:00"
"530","Bhopal","2026-04-24","31.83","44.04","63.05","2026-04-24 21:36:00"
"531","Mumbai","2026-03-26","19.25","81.21","76.66","2026-03-26 12:23:00"
"532","Puri","2026-05-05","37.48","77.8","83.38","2026-05-05 18:08:00"
"533","Chennai","2026-06-25","41.02","70.41","69.58","2026-06-25 13:21:00"
"534","Bhopal","2026-05-31","29.1","90.67","61.92","2026-05-31 18:49:00"
"535","Lucknow","2026-04-06","41.14","70.41","95.66","2026-04-06 07:56:00"
"536","Hyderabad","2026-05-09","40.78","80.03","112.6","2026-05-09 22:47:00"
"537","Lucknow","2026-05-23","33.43","69.1","39.86","2026-05-23 12:19:00"
"538","New Delhi","2026-04-04","18.66","87.74","66.74","2026-04-04 02:45:00"
"539","Lucknow","2026-05-08","40.42","83.92","91.17","2026-05-08 09:24:00"
"540","Bhubaneswar","2026-01-29","34.46","78.81","17.38","2026-01-29 21:01:00"
"541","Hyderabad","2026-03-23","22.6","66.23","95.55","2026-03-23 10:48:00"
"542","Bengaluru","2026-01-23","39.71","68.51","90.71","2026-01-23 01:31:00"
"543","Pune","2026-04-12","36.06","58.31","101.65","2026-04-12 11:36:00"
"544","Surat","2026-03-03","25.92","50.15","82.96","2026-03-03 17:39:00"
"545","Chennai","2026-01-07","26.33","73.26","67.34","2026-01-07 18:14:00"
"546","Bhubaneswar","2026-03-16","32.98","93.99","7.87","2026-03-16 05:37:00"
"547","Rourkela","2026-01-13","37.62","59.06","91.11","2026-01-13 20:35:00"
"548","Noida","2026-01-07","32.01","57.27","2.46","2026-01-07 10:07:00"
"549","Kolkata","2026-02-06","31.19","72.52","4.37","2026-02-06 02:28:00"
"550","Mumbai","2026-02-05","40.72","79.75","56.82","2026-02-05 03:50:00"
"551","Chennai","2026-06-03","33.3","75.96","71.88","2026-06-03 23:19:00"
"552","Bhubaneswar","2026-06-07","19.96","48.29","118.39","2026-06-07 22:50:00"
"553","Bhubaneswar","2026-06-13","20.51","48.75","43.37","2026-06-13 11:37:00"
"554","Bengaluru","2026-03-08","27.53","60.44","9.42","2026-03-08 16:26:00"
"555","Chennai","2026-04-14","28.68","64.9","49.01","2026-04-14 23:16:00"
"556","Durgapur","2026-05-06","18.91","43.73","86.09","2026-05-06 17:00:00"
"557","Mumbai","2026-03-27","34.33","59.39","53.87","2026-03-27 01:28:00"
"558","Lucknow","2026-03-16","34.14","63.9","74.9","2026-03-16 11:38:00"
"559","Chennai","2026-05-29","35.45","45.32","108.5","2026-05-29 08:23:00"
"560","Chennai","2026-05-15","33.68","89.39","112.67","2026-05-15 11:11:00"
"561","New Delhi","2026-06-06","25.17","48.85","113.86","2026-06-06 23:48:00"
"562","New Delhi","2026-01-05","28.61","74.13","93.08","2026-01-05 04:26:00"
"563","Puri","2026-06-15","27.54","37.66","3.52","2026-06-15 01:20:00"
"564","Puri","2026-02-27","26.34","47.3","80.13","2026-02-27 23:12:00"
"565","Kolkata","2026-05-25","18.56","86.57","12.24","2026-05-25 18:50:00"
"566","Cuttack","2026-02-23","24.69","47.63","102.94","2026-02-23 20:00:00"
"567","Kolkata","2026-04-08","31.53","40.16","14.01","2026-04-08 06:52:00"
"568","Hyderabad","2026-01-19","33.02","69.55","88.13","2026-01-19 01:01:00"
"569","Sambalpur","2026-04-10","21.02","64.44","96.65","2026-04-10 21:58:00"
"570","Noida","2026-05-19","41.94","83.85","49.65","2026-05-19 20:53:00"
"571","Pune","2026-03-30","38.72","42.26","20.37","2026-03-30 07:40:00"
"572","Mumbai","2026-02-21","23.9","69.68","96.39","2026-02-21 17:11:00"
"573","Noida","2026-03-14","22.18","68.82","96.78","2026-03-14 19:25:00"
"574","Howrah","2026-02-12","38.4","86.71","57.75","2026-02-12 23:06:00"
"575","Ahmedabad","2026-06-07","30.8","67.18","98.43","2026-06-07 10:00:00"
"576","Bengaluru","2026-06-30","23.23","80.3","12.46","2026-06-30 05:40:00"
"577","Bhopal","2026-04-21","36.99","69.71","40.73","2026-04-21 16:50:00"
"578","Cuttack","2026-04-18","35.03","66.76","105.82","2026-04-18 12:39:00"
"579","Bhopal","2026-02-17","41.06","67.24","62.66","2026-02-17 15:08:00"
"580","Pune","2026-01-05","23.14","56.87","90.39","2026-01-05 23:20:00"
"581","Mumbai","2026-03-24","38.54","57.19","60.73","2026-03-24 19:46:00"
"582","Sambalpur","2026-02-19","32.46","39.98","40.59","2026-02-19 14:58:00"
"583","Kochi","2026-04-11","41.06","92.47","54.56","2026-04-11 01:28:00"
"584","New Delhi","2026-01-27","19.21","58.15","88.15","2026-01-27 01:34:00"
"585","Bengaluru","2026-04-16","34.23","79.69","26.78","2026-04-16 07:52:00"
"586","Rourkela","2026-06-08","32.02","61.94","79.82","2026-06-08 02:59:00"
"587","Lucknow","2026-06-10","24.62","88.08","107.86","2026-06-10 15:07:00"
"588","Lucknow","2026-03-21","19.09","65.17","59.5","2026-03-21 17:41:00"
"589","Ahmedabad","2026-04-11","39.2","81.48","105.46","2026-04-11 04:17:00"
"590","Rourkela","2026-02-20","41.69","80.95","49.28","2026-02-20 01:16:00"
"591","Kochi","2026-03-16","25.4","46.72","61.84","2026-03-16 23:07:00"
"592","Durgapur","2026-02-22","29.96","89.1","103.79","2026-02-22 12:32:00"
"593","Lucknow","2026-04-02","27.12","75.83","107.67","2026-04-02 07:58:00"
"594","Surat","2026-01-26","20.24","51.88","94.83","2026-01-26 21:12:00"
"595","Cuttack","2026-04-19","30.57","75.07","28.06","2026-04-19 05:53:00"
"596","Hyderabad","2026-04-22","19.82","92.39","34.09","2026-04-22 12:43:00"
"597","Howrah","2026-04-15","27.22","43.7","112.37","2026-04-15 09:03:00"
"598","Lucknow","2026-03-27","37.02","53.87","114.65","2026-03-27 16:52:00"
"599","Howrah","2026-06-17","23.97","92.57","93.19","2026-06-17 14:35:00"
"600","Ahmedabad","2026-05-01","38.5","69.75","16.15","2026-05-01 02:09:00"
"601","Lucknow","2026-02-14","41.29","65.46","25.75","2026-02-14 18:48:00"
"602","Puri","2026-06-26","41.11","37.21","45.56","2026-06-26 05:20:00"
"603","Mumbai","2026-03-17","29.61","51.59","29.78","2026-03-17 04:30:00"
"604","Surat","2026-06-23","32.18","91.45","71.5","2026-06-23 11:41:00"
"605","Ahmedabad","2026-05-08","35.34","73.14","28.27","2026-05-08 13:10:00"
"606","Howrah","2026-01-31","33.98","84.35","17.23","2026-01-31 18:16:00"
"607","Lucknow","2026-01-19","41.83","63.77","16.7","2026-01-19 07:14:00"
"608","Sambalpur","2026-04-28","37.54","91.83","86.53","2026-04-28 03:10:00"
"609","Surat","2026-01-29","27.01","88.11","118.04","2026-01-29 10:50:00"
"610","Puri","2026-01-05","26.91","76.22","11.83","2026-01-05 06:43:00"
"611","Kolkata","2026-02-26","36.96","46.91","100.1","2026-02-26 07:19:00"
"612","New Delhi","2026-02-04","38.56","75.79","12.27","2026-02-04 01:52:00"
"613","Chennai","2026-02-16","35.09","68.7","51.19","2026-02-16 17:25:00"
"614","Puri","2026-03-12","19.74","58.48","10.49","2026-03-12 05:38:00"
"615","Durgapur","2026-02-05","36.21","88.77","65.13","2026-02-05 23:37:00"
"616","Surat","2026-02-21","38.88","61.36","54.63","2026-02-21 08:16:00"
"617","Chennai","2026-01-12","28.16","86.87","86.99","2026-01-12 04:07:00"
"618","Surat","2026-03-12","28.7","48.45","65.35","2026-03-12 13:24:00"
"619","Kolkata","2026-06-02","23.34","58.87","15.2","2026-06-02 08:41:00"
"620","Surat","2026-05-12","35.92","68.88","4.28","2026-05-12 21:43:00"
"621","Lucknow","2026-03-20","29.8","39.55","91.99","2026-03-20 05:12:00"
"622","Kolkata","2026-03-25","24.82","94.9","24.25","2026-03-25 05:32:00"
"623","Lucknow","2026-01-18","33.72","46.68","64.63","2026-01-18 08:16:00"
"624","Puri","2026-05-14","30.9","77.0","12.73","2026-05-14 03:09:00"
"625","Chennai","2026-01-12","20.52","67.64","56.41","2026-01-12 05:16:00"
"626","Chennai","2026-05-18","30.61","68.82","107.1","2026-05-18 23:29:00"
"627","Hyderabad","2026-02-26","38.13","70.77","51.29","2026-02-26 21:01:00"
"628","Chennai","2026-01-13","21.84","54.52","75.34","2026-01-13 04:50:00"
"629","Bengaluru","2026-01-24","31.48","56.17","37.07","2026-01-24 04:06:00"
"630","Kochi","2026-05-29","38.11","84.23","97.34","2026-05-29 21:03:00"
"631","Puri","2026-03-02","22.4","78.55","94.38","2026-03-02 06:48:00"
"632","New Delhi","2026-03-20","39.37","74.33","97.24","2026-03-20 12:22:00"
"633","New Delhi","2026-06-17","35.02","60.56","11.17","2026-06-17 08:42:00"
"634","Hyderabad","2026-04-02","24.11","51.92","32.93","2026-04-02 03:41:00"
"635","Sambalpur","2026-04-23","41.57","74.55","100.35","2026-04-23 17:46:00"
"636","Kochi","2026-02-20","27.79","78.02","84.63","2026-02-20 17:55:00"
"637","Cuttack","2026-04-17","18.84","50.17","80.65","2026-04-17 14:54:00"
"638","Bengaluru","2026-01-17","37.98","41.89","57.99","2026-01-17 11:55:00"
"639","Chennai","2026-05-30","36.46","91.9","35.68","2026-05-30 03:28:00"
"640","Bengaluru","2026-03-13","25.92","90.09","6.53","2026-03-13 19:30:00"
"641","Kochi","2026-05-04","35.83","88.6","4.21","2026-05-04 14:35:00"
"642","Kochi","2026-01-27","33.09","37.41","5.6","2026-01-27 10:02:00"
"643","Cuttack","2026-01-10","35.05","69.15","106.13","2026-01-10 19:55:00"
"644","Howrah","2026-02-20","41.62","71.7","44.73","2026-02-20 11:42:00"
"645","Puri","2026-02-14","27.61","68.13","21.22","2026-02-14 18:23:00"
"646","Chennai","2026-06-03","26.2","92.42","61.4","2026-06-03 02:42:00"
"647","Bhopal","2026-02-05","21.92","76.97","52.13","2026-02-05 15:11:00"
"648","Surat","2026-06-07","19.51","67.68","68.93","2026-06-07 03:30:00"
"649","Chennai","2026-01-13","38.18","67.36","41.27","2026-01-13 18:03:00"
"650","Bengaluru","2026-06-28","41.18","63.78","111.45","2026-06-28 09:19:00"
"651","Sambalpur","2026-06-07","30.53","88.63","32.53","2026-06-07 10:58:00"
"652","Surat","2026-04-10","21.17","90.24","46.23","2026-04-10 13:26:00"
"653","Puri","2026-03-22","30.5","40.3","29.7","2026-03-22 13:01:00"
"654","Hyderabad","2026-02-27","25.64","35.42","102.95","2026-02-27 12:56:00"
"655","Surat","2026-05-08","26.96","90.16","21.76","2026-05-08 15:19:00"
"656","Noida","2026-02-28","41.8","39.45","51.74","2026-02-28 02:10:00"
"657","Pune","2026-05-01","22.78","51.28","0.94","2026-05-01 14:25:00"
"658","Hyderabad","2026-06-17","32.11","56.0","31.99","2026-06-17 03:22:00"
"659","Bhubaneswar","2026-03-31","36.98","59.41","101.38","2026-03-31 17:13:00"
"660","Surat","2026-06-21","23.68","84.87","77.1","2026-06-21 17:07:00"
"661","Kochi","2026-02-09","29.65","59.03","99.53","2026-02-09 11:28:00"
"662","Chennai","2026-03-25","31.81","78.92","62.88","2026-03-25 15:29:00"
"663","Pune","2026-05-02","29.71","54.27","99.23","2026-05-02 22:44:00"
"664","New Delhi","2026-05-02","39.1","36.42","94.44","2026-05-02 10:34:00"
"665","Sambalpur","2026-05-28","29.8","37.8","60.97","2026-05-28 04:39:00"
"666","Hyderabad","2026-03-27","33.43","64.24","91.28","2026-03-27 16:01:00"
